,h3_index,geometry
899,89394462b73ffff,"POLYGON ((41.428754371826145 2.200838150209795, 41.42697634042941 2.2011663680716547, 41.42640723630904 2.203339679861708, 41.42761617205398 2.2051848693692437, 41.42939423729221 2.2048567218178805, 41.429963332944595 2.202683314445626, 41.428754371826145 2.200838150209795))"
900,89394462b1bffff,"POLYGON ((41.43344820636382 2.1958348402637977, 41.43167029509974 2.196163166956351, 41.4311013618476 2.198336537008705, 41.43231034833654 2.200181675963061, 41.43408829344438 2.199853419576742, 41.43465721822014 2.1976799539269614, 41.43344820636382 2.1958348402637977))"
901,89394460d77ffff,"POLYGON ((41.41296045816171 2.222365647037244, 41.41118197266748 2.2226934137356094, 41.4106121936404 2.2248665876957916, 41.41182090853946 2.2267120904813256, 41.41359942786197 2.2263843941191204, 41.41416919845775 2.224211124632359, 41.41296045816171 2.222365647037244))"
902,8939446049bffff,"POLYGON ((41.42765429175143 2.1080001691415715, 41.42587723877618 2.1083300628309054, 41.42531009934478 2.1105021864064346, 41.426520021523814 2.112344511954571, 41.42829710845081 2.11201468834958, 41.428864239247595 2.1098424691092093, 41.42765429175143 2.1080001691415715))"
903,8939446048bffff,"POLYGON ((41.42531009934478 2.1105021864064346, 41.42353298625848 2.110832025715866, 41.422965761400015 2.1130041204897934, 41.424175658258854 2.114846471608705, 41.42595280529576 2.1145167023857763, 41.426520021523814 2.112344511954571, 41.42531009934478 2.1105021864064346))"
904,8939446058bffff,"POLYGON ((41.42980652744647 2.1386080767249647, 41.42802917681538 2.1389374252024607, 41.42746141420129 2.1411099874959105, 41.428671010798354 2.142953296950816, 41.430448395343525 2.1426240186352556, 41.43101614937815 2.1404513606999758, 41.42980652744647 2.1386080767249647))"
905,89394460493ffff,"POLYGON ((41.430641266058366 2.1095125911199486, 41.428864239247595 2.1098424691092093, 41.42829710845081 2.11201468834958, 41.42950701309688 2.1138571252680247, 41.43128407385529 2.113527317371749, 41.431851196020546 2.111355002461133, 41.430641266058366 2.1095125911199486))"
906,893944605bbffff,"POLYGON ((41.43109014343195 2.1466401641541646, 41.42931272497792 2.1469693722970002, 41.42874480864543 2.149142068011182, 41.42995431933244 2.150985651217036, 41.431731771690096 2.1506565132577165, 41.43229967945769 2.148483721906151, 41.43109014343195 2.1466401641541646))"
907,893944605abffff,"POLYGON ((41.42874480864543 2.149142068011182, 41.42696733009679 2.149471221756791, 41.426399328332046 2.151643888525492, 41.42760881367725 2.153487497175488, 41.429386326128416 2.1531584136155257, 41.42995431933244 2.150985651217036, 41.42874480864543 2.149142068011182))"
908,89394461d3bffff,"POLYGON ((41.36964589030413 2.1745400672336137, 41.36786730253341 2.174868531940663, 41.367297951586664 2.1770399996860395, 41.368507196933486 2.178883098194603, 41.37028581862257 2.178554703636551, 41.37085516104703 2.176383140418082, 41.36964589030413 2.1745400672336137))"
909,89394460d13ffff,"POLYGON ((41.42000437912039 2.2148623234596987, 41.418226073697696 2.215190253367553, 41.41765655091136 2.2173635149138655, 41.41886534199221 2.21920894209889, 41.420643681246595 2.2188810825208156, 41.42121319558904 2.216707725425065, 41.42000437912039 2.2148623234596987))"
910,89394462b63ffff,"POLYGON ((41.42640723630904 2.203339679861708, 41.42462914485551 2.2036678433115413, 41.424059955305985 2.2058411259591204, 41.42526886567434 2.2076863407285963, 41.427046990968215 2.2073582475914155, 41.42761617205398 2.2051848693692437, 41.42640723630904 2.203339679861708))"
911,89394461cc7ffff,"POLYGON ((41.368574598584 2.1334173037554756, 41.36679643625594 2.133746507943022, 41.36622794707776 2.1359174344841896, 41.36743762882439 2.137759252343221, 41.36921582512018 2.137430118203658, 41.369784305702176 2.1352590961541957, 41.368574598584 2.1334173037554756))"
912,89394461887ffff,"POLYGON ((41.35876154806346 2.157956127080273, 41.356982984058654 2.1582848495183997, 41.35641383789584 2.1604558313724445, 41.357623264291746 2.162298186249254, 41.35940186224298 2.161969533902134, 41.35997099985247 2.159798456584326, 41.35876154806346 2.157956127080273))"
913,89394462ed3ffff,"POLYGON ((41.449430262933255 2.1411742346000087, 41.447653163600236 2.141503613047006, 41.447085614765065 2.1436767114868354, 41.4482951738359 2.145520527160646, 41.45007230706471 2.145191218914365, 41.450639847327466 2.143018024790681, 41.449430262933255 2.1411742346000087))"
914,89394461c2bffff,"POLYGON ((41.36281587731406 2.1489432580832943, 41.361037467159704 2.149272159220084, 41.36046856843969 2.1514431323601024, 41.36167808844361 2.153285299841589, 41.363456532551865 2.1529564687807548, 41.36402542270287 2.150785400159575, 41.36281587731406 2.1489432580832943))"
915,89394462e07ffff,"POLYGON ((41.446665928957984 2.1582306479973443, 41.44488860769513 2.1585597069611167, 41.44432065724828 2.160732947588988, 41.44553003660703 2.1625772249121686, 41.447307391747756 2.1622482361857434, 41.44787533365245 2.1600748998959247, 41.446665928957984 2.1582306479973443))"
916,89394462ea3ffff,"POLYGON ((41.45263928441369 2.1612611927895715, 41.45086201565399 2.161590220125186, 41.450294082288366 2.163763652082346, 41.45150342621904 2.165608152373694, 41.453280728848405 2.1652791952927, 41.45384865367804 2.163105667662846, 41.45263928441369 2.1612611927895715))"
917,89394462ea7ffff,"POLYGON ((41.453280728848405 2.1652791952927, 41.45150342621904 2.165608152373694, 41.450935415922714 2.1677816509821253, 41.452144716785014 2.169626288177101, 41.453922053278795 2.169297401361493, 41.45449005504643 2.16712380708261, 41.453280728848405 2.1652791952927))"
918,89394462c27ffff,"POLYGON ((41.46650932966641 2.1793809148980823, 41.464732064480856 2.179709668026313, 41.46416393433633 2.1818836825809593, 41.46537307787971 2.183729039691876, 41.46715037690279 2.183400356885083, 41.467718498545544 2.1812262466430545, 41.46650932966641 2.1793809148980823))"
919,89394462d5bffff,"POLYGON ((41.46416393433633 2.1818836825809593, 41.46238660900333 2.182212381255619, 41.46181839337674 2.184386366720461, 41.4630275115813 2.1862317491875514, 41.46480487075067 2.1859031208364947, 41.46537307787971 2.183729039691876, 41.46416393433633 2.1818836825809593))"
920,89394462d43ffff,"POLYGON ((41.46480487075067 2.1859031208364947, 41.4630275115813 2.1862317491875514, 41.462459218969265 2.188405801227159, 41.46366829401746 2.1902513205903866, 41.46544568701796 2.189922762573725, 41.46601397113974 2.187748614856576, 41.46480487075067 2.1859031208364947))"
921,89394462d53ffff,"POLYGON ((41.46715037690279 2.183400356885083, 41.46537307787971 2.183729039691876, 41.46480487075067 2.1859031208364947, 41.46601397113974 2.187748614856576, 41.467791303995064 2.1874200023820056, 41.46835950262966 2.185245825552266, 41.46715037690279 2.183400356885083))"
922,89394462d4bffff,"POLYGON ((41.46181839337674 2.184386366720461, 41.460041007902646 2.1847150109437257, 41.45947270679726 2.1868889673111864, 41.46068179965991 2.188734375124677, 41.462459218969265 2.188405801227159, 41.4630275115813 2.1862317491875514, 41.46181839337674 2.184386366720461))"
923,89394462953ffff,"POLYGON ((41.4507287759591 2.200917949581902, 41.44895105604498 2.201246251244711, 41.4483822506038 2.203420128495623, 41.44959117354242 2.2052657997126333, 41.451368927280896 2.2049375683970593, 41.45193772425698 2.2027635955143645, 41.4507287759591 2.200917949581902))"
924,893944628b3ffff,"POLYGON ((41.45947270679726 2.1868889673111864, 41.4576952611884 2.1872175570852477, 41.45712687460747 2.18939148434778, 41.458335942125174 2.191236917497919, 41.46011342156816 2.1909083980517714, 41.46068179965991 2.188734375124677, 41.45947270679726 2.1868889673111864))"
925,8939446189bffff,"POLYGON ((41.357480560903234 2.14992992294328, 41.355702064806934 2.1502587855311552, 41.355133072182674 2.152429634295675, 41.35634258422318 2.1542717159376923, 41.35812111427635 2.1539429234193355, 41.358690098332744 2.1517719791865897, 41.357480560903234 2.14992992294328))"
926,89394460a5bffff,"POLYGON ((41.36857746697793 2.185069468162971, 41.366798751426934 2.1853977382294754, 41.3662291614683 2.1875693098414692, 41.36743829556475 2.1894127068450957, 41.369217045022545 2.1890845069512457, 41.36978662647767 2.1869128398782554, 41.36857746697793 2.185069468162971))"
927,893944628d3ffff,"POLYGON ((41.453922053278795 2.169297401361493, 41.452144716785014 2.169626288177101, 41.451576629549734 2.1717998534193517, 41.452785887330194 2.1736446275113073, 41.45456325768316 2.1733158109718524, 41.45513133639703 2.1711421500614017, 41.453922053278795 2.169297401361493))"
928,893944628d7ffff,"POLYGON ((41.45456325768316 2.1733158109718524, 41.452785887330194 2.1736446275113073, 41.45221772314775 2.1758182593699797, 41.453426937832965 2.1776631703522806, 41.45520434203987 2.177334424099767, 41.45577249770819 2.175160696575133, 41.45456325768316 2.1733158109718524))"
929,8939446289bffff,"POLYGON ((41.45754984178328 2.17483189588207, 41.45577249770819 2.175160696575133, 41.45520434203987 2.177334424099767, 41.45641353895824 2.179179446599741, 41.45819091688315 2.1788507162022355, 41.45875906404044 2.176676893006294, 41.45754984178328 2.17483189588207))"
930,89394462c6fffff,"POLYGON ((41.45690864661703 2.1708132790835344, 41.45513133639703 2.1711421500614017, 41.45456325768316 2.1733158109718524, 41.45577249770819 2.175160696575133, 41.45754984178328 2.17483189588207, 41.45811791197883 2.172658139298028, 41.45690864661703 2.1708132790835344))"
931,89394462883ffff,"POLYGON ((41.45819091688315 2.1788507162022355, 41.45641353895824 2.179179446599741, 41.455845306327255 2.1813532407211156, 41.457054460125526 2.183198400111152, 41.458831871895036 2.182869740019976, 41.45940009602227 2.1806958502295584, 41.45819091688315 2.1788507162022355))"
932,89394462a83ffff,"POLYGON ((41.437283968715356 2.1682393458241447, 41.43550640701226 2.168568187116737, 41.434938114768485 2.1707413117047043, 41.43614739275378 2.172585690628742, 41.43792498833023 2.1722569195820998, 41.43849327204861 2.1700836993625883, 41.437283968715356 2.1682393458241447))"
933,8939446288bffff,"POLYGON ((41.45520434203987 2.177334424099767, 41.453426937832965 2.1776631703522806, 41.45285869669516 2.1798368688099425, 41.454067868271665 2.1816819166759123, 41.455845306327255 2.1813532407211156, 41.45641353895824 2.179179446599741, 41.45520434203987 2.177334424099767))"
934,8939446288fffff,"POLYGON ((41.455845306327255 2.1813532407211156, 41.454067868271665 2.1816819166759123, 41.453499550170264 2.183855681715144, 41.45470867862461 2.1857008664581294, 41.45648615052368 2.1853722608118282, 41.457054460125526 2.183198400111152, 41.455845306327255 2.1813532407211156))"
935,89394461e7bffff,"POLYGON ((41.337629069726674 2.1288192703857347, 41.335850519866334 2.1291484374418186, 41.335281705885905 2.131318513705241, 41.33649145037449 2.133159518352434, 41.338270034231996 2.132830421282096, 41.338838839604335 2.130660249575934, 41.337629069726674 2.1288192703857347))"
936,89394461d7bffff,"POLYGON ((41.36303002877473 2.1674971801496703, 41.361251422888095 2.167825746599305, 41.36068213169277 2.169996956932767, 41.361891454920354 2.171839696278341, 41.363670094738815 2.171511199949781, 41.364239377398455 2.1693398941516873, 41.36303002877473 2.1674971801496703))"
937,893944618c3ffff,"POLYGON ((41.35150441564455 2.1469038850656474, 41.34972586759757 2.1472327791634687, 41.34915685782835 2.1494034370075985, 41.3503664046807 2.1512452962085775, 41.35214498669276 2.150916472163061, 41.35271398788795 2.148745718861389, 41.35150441564455 2.1469038850656474))"
938,893944618d7ffff,"POLYGON ((41.35449250996428 2.1484168405164255, 41.35271398788795 2.148745718861389, 41.35214498669276 2.150916472163061, 41.35335451614539 2.152758442579739, 41.355133072182674 2.152429634295675, 41.355702064806934 2.1502587855311552, 41.35449250996428 2.1484168405164255))"
939,89394462257ffff,"POLYGON ((41.43339933890784 2.0924651724934313, 41.43162253422952 2.0927953694588735, 41.431055804661646 2.0949674455394596, 41.43226588843442 2.0968094203436713, 41.43404272707826 2.0964792934344816, 41.434609447984386 2.0943071216619686, 41.43339933890784 2.0924651724934313))"
940,89394462247ffff,"POLYGON ((41.431055804661646 2.0949674455394596, 41.42927893985107 2.095297588122811, 41.4287121248483 2.097469635454815, 41.42992218331425 2.099311635884969, 41.4316990820892 2.0989815633600295, 41.43226588843442 2.0968094203436713, 41.431055804661646 2.0949674455394596))"
941,89394462243ffff,"POLYGON ((41.43041240765111 2.0909535316510848, 41.42863557681018 2.091283744282085, 41.428068838577445 2.0934557246761125, 41.42927893985107 2.095297588122811, 41.431055804661646 2.0949674455394596, 41.43162253422952 2.0927953694588735, 41.43041240765111 2.0909535316510848))"
942,8939446224fffff,"POLYGON ((41.428068838577445 2.0934557246761125, 41.42629194760946 2.0937858829293763, 41.42572512394603 2.0959578345823946, 41.4269351999118 2.097799723658244, 41.4287121248483 2.097469635454815, 41.42927893985107 2.095297588122811, 41.428068838577445 2.0934557246761125))"
943,89394462b33ffff,"POLYGON ((41.43536810729594 2.207891187897365, 41.4335900945163 2.208219303638948, 41.4330209303488 2.210392873026317, 41.434229787416015 2.2122384222598286, 41.43600783402367 2.211910376856743, 41.436576989736686 2.209736711878764, 41.43536810729594 2.207891187897365))"
944,89394460583ffff,"POLYGON ((41.43279347382124 2.1401220279871915, 41.43101614937815 2.1404513606999758, 41.430448395343525 2.1426240186352556, 41.431657974328964 2.144467439502065, 41.43343533268204 2.1441381769598458, 41.434003078140286 2.1419654233773704, 41.43279347382124 2.1401220279871915))"
945,89394460597ffff,"POLYGON ((41.43578037638607 2.1416361064335794, 41.434003078140286 2.1419654233773704, 41.43343533268204 2.1441381769598458, 41.43464489404344 2.145981709248197, 41.43642222619509 2.1456524624835804, 41.43698996308005 2.143479613248566, 41.43578037638607 2.1416361064335794))"
946,89394463123ffff,"POLYGON ((41.41506298616821 2.097938264357052, 41.413285862601526 2.0982682908432806, 41.41271876536009 2.1004399649314203, 41.41392880034014 2.102281708175975, 41.4157059578802 2.101951751728909, 41.41627304646739 2.099779981995231, 41.41506298616821 2.097938264357052))"
947,89394462b9bffff,"POLYGON ((41.44112828628846 2.192347839560164, 41.43935052142382 2.1926762592154385, 41.43878176753786 2.1948497831125424, 41.43999078699877 2.1966949829695173, 41.441768585705354 2.1963666336248218, 41.44233733110964 2.1941930141096906, 41.44112828628846 2.192347839560164))"
948,89394460607ffff,"POLYGON ((41.40035305213002 2.1089339564460934, 41.39857560208269 2.1092637268441576, 41.39800806919097 2.111435161473529, 41.399217994983466 2.1132769213042626, 41.400995479002695 2.112947220947604, 41.401563003258104 2.1107756907159243, 41.40035305213002 2.1089339564460934))"
949,89394460d9bffff,"POLYGON ((41.42469959915847 2.2098596897931286, 41.42292141381529 2.210187728518331, 41.42235206187264 2.2123610484176663, 41.42356090372604 2.2142064251536104, 41.42533912290318 2.2138784567539296, 41.42590846639357 2.211705041289908, 41.42469959915847 2.2098596897931286))"
950,89394462b4bffff,"POLYGON ((41.424487251918954 2.19128519584384, 41.42270926201794 2.1916135701670405, 41.42214030331822 2.193786653459141, 41.423349343005704 2.1956314580066247, 41.42512736676278 2.1953031539638066, 41.4256963169769 2.193129975090304, 41.424487251918954 2.19128519584384))"
951,89394461983ffff,"POLYGON ((41.36260163827023 2.182039614586272, 41.36082287066551 2.182367916317352, 41.36025326369062 2.1845392970233704, 41.3614624328307 2.1863824714457594, 41.3632412343504 2.1860542398701526, 41.36381083281563 2.183882763713786, 41.36260163827023 2.182039614586272))"
952,89394460d6fffff,"POLYGON ((41.407624915488555 2.2233489086652547, 41.40584634380968 2.2236766368979914, 41.40527647094548 2.225849686134067, 41.40648517819092 2.227695102648172, 41.408263783701045 2.2273674447451133, 41.408833648135044 2.2251942999953997, 41.407624915488555 2.2233489086652547))"
953,89394460d67ffff,"POLYGON ((41.4106121936404 2.2248665876957916, 41.408833648135044 2.2251942999953997, 41.408263783701045 2.2273674447451133, 41.409472473200026 2.229212972711302, 41.41125105253249 2.2288853307499914, 41.41182090853946 2.2267120904813256, 41.4106121936404 2.2248665876957916))"
954,8939446354bffff,"POLYGON ((41.42291824591706 2.0613517818546647, 41.421141626884776 2.0616825001182733, 41.42057541709292 2.0638539157655567, 41.42178583505277 2.0656947088426567, 41.42356248809524 2.065364060542587, 41.424128689168256 2.0631925491990004, 41.42291824591706 2.0613517818546647))"
955,893944630a3ffff,"POLYGON ((41.41823244271936 2.066355966690806, 41.41645570343421 2.0666865762403743, 41.415889322805995 2.068857934625059, 41.417099690173956 2.0706987791384837, 41.41887646346707 2.0703682395568372, 41.419442835384814 2.0681967854909598, 41.41823244271936 2.066355966690806))"
956,8939446046bffff,"POLYGON ((41.409957447073516 2.1174841614258457, 41.40818004135761 2.117813814668217, 41.40761245758699 2.1199856029223345, 41.40882228815265 2.121827833547433, 41.410599727822934 2.1214982503830315, 41.41116730297376 2.1193263665126745, 41.409957447073516 2.1174841614258457))"
957,89394460617ffff,"POLYGON ((41.4026978896163 2.1064326682924728, 41.40092049962965 2.106762493037848, 41.40035305213002 2.1089339564460934, 41.401563003258104 2.1107756907159243, 41.40334042721776 2.1104459360097434, 41.4039078660769 2.1082743769916585, 41.4026978896163 2.1064326682924728))"
958,89394462c37ffff,"POLYGON ((41.46885457935736 2.176878063677135, 41.46707737432559 2.177206871261188, 41.46650932966641 2.1793809148980823, 41.467718498545544 2.1812262466430545, 41.46949573741596 2.1808975093783145, 41.47006377356921 2.178723370046411, 41.46885457935736 2.176878063677135))"
959,89394461533ffff,"POLYGON ((41.38008269706654 2.102365470853011, 41.378305030666056 2.1026952809940176, 41.377737360528414 2.10486611338147, 41.37894736544238 2.1067072311875226, 41.38072506583821 2.106377491038502, 41.38129272732534 2.104206563088571, 41.38008269706654 2.102365470853011))"
960,8939446188bffff,"POLYGON ((41.355133072182674 2.152429634295675, 41.35335451614539 2.152758442579739, 41.352785438192264 2.154929262437047, 41.353994924840705 2.1567713694680837, 41.355773514833736 2.156442631255675, 41.35634258422318 2.1542717159376923, 41.355133072182674 2.152429634295675))"
961,893944606b7ffff,"POLYGON ((41.40931504671407 2.1134702761478708, 41.407537674957744 2.1137999994574637, 41.40697016796568 2.1159717209098603, 41.40818004135761 2.117813814668217, 41.409957447073516 2.1174841614258457, 41.41052494543851 2.115312344355028, 41.40931504671407 2.1134702761478708))"
962,893944615b3ffff,"POLYGON ((41.387760535223975 2.0988750745670877, 41.38598301491272 2.0992049776864325, 41.385415524164465 2.101375963126012, 41.38662556238394 2.1032171410263296, 41.38840311668873 2.102887307903233, 41.3889705987811 2.100716226880673, 41.387760535223975 2.0988750745670877))"
963,893944606c7ffff,"POLYGON ((41.40141245584684 2.098406744037418, 41.39963513382186 2.0987367088289424, 41.39906783980912 2.1009080385383445, 41.40027787647701 2.1027494990675697, 41.40205523248543 2.102419604293727, 41.402622517843106 2.1002481789700864, 41.40141245584684 2.098406744037418))"
964,89394463193ffff,"POLYGON ((41.426138262465834 2.0814152160030948, 41.42436147343468 2.0817455843411388, 41.42379488003484 2.0839173351217517, 41.42500508434922 2.0857588132469727, 41.426781907364536 2.0854285149264067, 41.42734849208188 2.0832566684602662, 41.426138262465834 2.0814152160030948))"
965,89394463577ffff,"POLYGON ((41.42783762421309 2.0748999158964656, 41.42606092930277 2.0752304086102216, 41.42549449806788 2.0774021210792273, 41.426704770437844 2.0792434365268595, 41.42848149933862 2.078913013817621, 41.429047921879544 2.0767412056533705, 41.42783762421309 2.0748999158964656))"
966,89394463117ffff,"POLYGON ((41.419107678536484 2.088921324137076, 41.41733070915218 2.089251529374562, 41.41676385948829 2.0914231940229295, 41.41797398787918 2.093264749093805, 41.41975099124431 2.092934613880359, 41.420317832238304 2.0907628535691507, 41.419107678536484 2.088921324137076))"
967,8939446319bffff,"POLYGON ((41.423151226364304 2.0799042432125097, 41.42137441119734 2.0802346271903907, 41.420807809111935 2.0824062822908953, 41.42201803087963 2.084247649090764, 41.42379488003484 2.0839173351217517, 41.42436147343468 2.0817455843411388, 41.423151226364304 2.0799042432125097))"
968,8939446352fffff,"POLYGON ((41.429125254967914 2.0829263157663207, 41.42734849208188 2.0832566684602662, 41.426781907364536 2.0854285149264067, 41.42799209421322 2.0872701043866164, 41.42976889107933 2.086939821718759, 41.43033546711725 2.0847678795617126, 41.429125254967914 2.0829263157663207))"
969,89394463567ffff,"POLYGON ((41.42549449806788 2.0774021210792273, 41.42371774302607 2.0777325594239486, 41.423151226364304 2.0799042432125097, 41.42436147343468 2.0817455843411388, 41.426138262465834 2.0814152160030948, 41.426704770437844 2.0792434365268595, 41.42549449806788 2.0774021210792273))"
970,8939446352bffff,"POLYGON ((41.42848149933862 2.078913013817621, 41.426704770437844 2.0792434365268595, 41.426138262465834 2.0814152160030948, 41.42734849208188 2.0832566684602662, 41.429125254967914 2.0829263157663207, 41.42969175425324 2.0807544405970293, 41.42848149933862 2.078913013817621))"
971,8939446350fffff,"POLYGON ((41.43018060479037 2.0723976276696563, 41.42840397001786 2.072728174754578, 41.42783762421309 2.0748999158964656, 41.429047921879544 2.0767412056533705, 41.43082459064364 2.076410728570775, 41.43139092775027 2.07423889172607, 41.43018060479037 2.0723976276696563))"
972,89394462c7bffff,"POLYGON ((41.45861246392216 2.1642922468324786, 41.45683524770286 2.1646212425228173, 41.456267331406124 2.1667948658307408, 41.457476639859074 2.168639589128847, 41.45925388993981 2.1683106637103764, 41.45982179770674 2.1661369447190437, 41.45861246392216 2.1642922468324786))"
973,89394462eb7ffff,"POLYGON ((41.455625896172194 2.1627766561477113, 41.45384865367804 2.163105667662846, 41.453280728848405 2.1652791952927, 41.45449005504643 2.16712380708261, 41.456267331406124 2.1667948658307408, 41.45683524770286 2.1646212425228173, 41.455625896172194 2.1627766561477113))"
974,8939446353bffff,"POLYGON ((41.43082459064364 2.076410728570775, 41.429047921879544 2.0767412056533705, 41.42848149933862 2.078913013817621, 41.42969175425324 2.0807544405970293, 41.43146845700371 2.080424033527539, 41.43203487085375 2.078252129662656, 41.43082459064364 2.076410728570775))"
975,8939446301bffff,"POLYGON ((41.410969666278 2.0553127919627996, 41.40919294284039 2.0556435725882563, 41.40862669814226 2.057814605504255, 41.4098371856135 2.0596549534666524, 41.41161394307768 2.059324242770334, 41.41218017904465 2.0571531141796178, 41.410969666278 2.0553127919627996))"
976,89394463147ffff,"POLYGON ((41.410146126269034 2.084388066382646, 41.40836907855225 2.0847183185660034, 41.407802202860196 2.0868896962582646, 41.40901238356464 2.088730917410939, 41.410789465274526 2.088400735225786, 41.41135633228745 2.0862292618868694, 41.410146126269034 2.084388066382646))"
977,89394463157ffff,"POLYGON ((41.412489904176624 2.0818863534597583, 41.410712916555575 2.0822166599947716, 41.410146126269034 2.084388066382646, 41.41135633228745 2.0862292618868694, 41.41313335390271 2.0858990253479006, 41.41370013550593 2.0837275233057855, 41.412489904176624 2.0818863534597583))"
978,89394463387ffff,"POLYGON ((41.40352806460168 2.0773544781504243, 41.40175099871637 2.0776848315800063, 41.4011841823614 2.079855951037575, 41.402394440584835 2.081696812700735, 41.40417154047665 2.081366529241378, 41.40473834813908 2.0791953141457635, 41.40352806460168 2.0773544781504243))"
979,89394461d23ffff,"POLYGON ((41.37028581862257 2.178554703636551, 41.368507196933486 2.178883098194603, 41.367937769158786 2.1810546323998894, 41.36914697158876 2.1828978675151243, 41.37092562719099 2.182569543116826, 41.37149504645067 2.1803979134406832, 41.37028581862257 2.178554703636551))"
980,89394461d37ffff,"POLYGON ((41.37327364209776 2.1800695347084034, 41.37149504645067 2.1803979134406832, 41.37092562719099 2.182569543116826, 41.3721348120909 2.1844128895340007, 41.37391344164704 2.1840845809700684, 41.374482852394785 2.181912855817761, 41.37327364209776 2.1800695347084034))"
981,89394463383ffff,"POLYGON ((41.402884469333294 2.0733426309771623, 41.401107437459736 2.0736730543661968, 41.40054069780107 2.075844106848946, 41.40175099871637 2.0776848315800063, 41.40352806460168 2.0773544781504243, 41.404094795560496 2.075183330027451, 41.402884469333294 2.0733426309771623))"
982,89394463023ffff,"POLYGON ((41.41055883838891 2.069849561473533, 41.4087819527818 2.070180077931943, 41.40821539262501 2.072351283362996, 41.40942572678108 2.074192067993484, 41.41120264639805 2.073861621498776, 41.41176919784967 2.0716903204069967, 41.41055883838891 2.069849561473533))"
983,89394463037ffff,"POLYGON ((41.41354605736237 2.0713598195628338, 41.41176919784967 2.0716903204069967, 41.41120264639805 2.073861621498776, 41.412412963161756 2.075702517409605, 41.4141898566802 2.0753720865377083, 41.41475639942975 2.073200689779844, 41.41354605736237 2.0713598195628338))"
984,89394462dcbffff,"POLYGON ((41.46949573741596 2.1808975093783145, 41.467718498545544 2.1812262466430545, 41.46715037690279 2.183400356885083, 41.46835950262966 2.185245825552266, 41.47013677533348 2.1849171586176177, 41.47070488847759 2.1827429526828195, 41.46949573741596 2.1808975093783145))"
985,8939446354fffff,"POLYGON ((41.42356248809524 2.065364060542587, 41.42178583505277 2.0656947088426567, 41.421219548555776 2.0678661915511722, 41.42242992381344 2.0697071216509153, 41.42420661086091 2.069376543325174, 41.424772888646295 2.067204964922492, 41.42356248809524 2.065364060542587))"
986,89394463547ffff,"POLYGON ((41.426549515560055 2.066874332232105, 41.424772888646295 2.067204964922492, 41.42420661086091 2.069376543325174, 41.425416968698364 2.071217584734166, 41.427193629612994 2.070887022026697, 41.42775989868988 2.068715347924458, 41.426549515560055 2.066874332232105))"
987,89394461327ffff,"POLYGON ((41.34104063181632 2.115798829305956, 41.3392622698154 2.116128244841898, 41.33869377981223 2.1182982453659984, 41.3399036604416 2.120138925813566, 41.34168205645238 2.1198095802375696, 41.34225053782451 2.1176394842511974, 41.34104063181632 2.115798829305956))"
988,8939446ad8bffff,"POLYGON ((41.329728690773344 2.1137650016806155, 41.32795019114654 2.114094409985328, 41.32738158993891 2.116264095406259, 41.32859149699466 2.1181044679582177, 41.33037003064251 2.1177751295898446, 41.33093862321413 2.115605348730289, 41.329728690773344 2.1137650016806155))"
989,893944608abffff,"POLYGON ((41.40037209368113 2.212278297235404, 41.39859353737792 2.212606197914161, 41.39802380153747 2.21477892348621, 41.39923263045171 2.216623843884161, 41.40101122060488 2.216296013496349, 41.40158094799443 2.214123192416766, 41.40037209368113 2.212278297235404))"
990,89394461ac7ffff,"POLYGON ((41.331227174996386 2.140327891818712, 41.32944841142272 2.14065682607506, 41.328879264849945 2.142826882439745, 41.33008889043957 2.14466809996306, 41.331867688001765 2.1443392357096553, 41.33243682598638 2.142169083927127, 41.331227174996386 2.140327891818712))"
991,89394461373ffff,"POLYGON ((41.33612733082377 2.1022572882963626, 41.334349044982126 2.1025869293018484, 41.33378077631011 2.1047566342083015, 41.3349908021362 2.106596793569836, 41.336769122007446 2.106267222483464, 41.33733738202356 2.1040974221135555, 41.33612733082377 2.1022572882963626))"
992,89394462833ffff,"POLYGON ((41.45179427098791 2.1903770517636256, 41.45001667884874 2.1907055485268114, 41.449448112842724 2.1928793219128457, 41.45065714746035 2.1947246941767644, 41.45243477343546 2.194396267737125, 41.45300333095762 2.192222398707145, 41.45179427098791 2.1903770517636256))"
993,893944628a3ffff,"POLYGON ((41.45712687460747 2.18939148434778, 41.455349368870166 2.1897200196748385, 41.454780896817006 2.1918939178248795, 41.45598993898669 2.1937393763019055, 41.45776747855697 2.193410911304888, 41.458335942125174 2.191236917497919, 41.45712687460747 2.18939148434778))"
994,89394460a87ffff,"POLYGON ((41.384155808577454 2.196662400062783, 41.382377189438024 2.1969905206774016, 41.38180756508463 2.199162636046483, 41.383016568352105 2.201006726283512, 41.384795221372556 2.2006786758953014, 41.38536483724508 2.1985064650407717, 41.384155808577454 2.196662400062783))"
995,8939446080bffff,"POLYGON ((41.393757927891016 2.205227558917669, 41.39197935318603 2.2055555616611735, 41.391409677354346 2.2077280298770376, 41.39261858469259 2.2095725908456916, 41.39439719326104 2.209244658365163, 41.39496686062836 2.207072094650123, 41.393757927891016 2.205227558917669))"
996,89394461e87ffff,"POLYGON ((41.35427600100415 2.129867969173553, 41.35249767477068 2.130197181947769, 41.35192906584946 2.132367697685174, 41.353138791766554 2.1342090961248, 41.35491715198306 2.1338799533663826, 41.35548575230002 2.1317093421496613, 41.35427600100415 2.129867969173553))"
